name	term	lev	seq	value
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g74844	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g49292	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g78726	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g68698	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g136175	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g128525	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g155717	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g34411	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g73502	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g138208	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g49919	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g149899	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g74946	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g50474	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g30217	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g95101	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g149196	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g38038	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g42718	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g24718	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g157632	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g145377	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g81781	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g144997	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g118254	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g46412	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g68749	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g67904	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g61989	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g14021	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g63039	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g107936	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g20352	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g21375	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g137505	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g741	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g70074	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g63890	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g16785	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g90456	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g143033	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g35718	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g64032	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g1622	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g63173	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g162161	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g25380	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g46961	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g86452	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g131681	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g113140	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g5449	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g113315	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g97286	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g20148	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g11211	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g105244	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g9981	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g145276	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g92142	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g137140	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g48173	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g64311	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g125407	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g119104	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g106668	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g93574	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g66273	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g1202	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g96339	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g109576	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g21254	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g130548	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g157276	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g44706	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g64146	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g54119	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g142722	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g58827	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g47014	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g14051	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g99144	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g127309	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g156818	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g44192	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g70325	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g151245	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g23316	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g135611	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g117423	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g19341	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g63715	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g36077	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g53367	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g94585	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g140692	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g58369	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g130065	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g111479	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g37777	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g59436	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g17412	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g101014	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g84899	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g74258	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g94798	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g78699	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g134310	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g88405	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g91981	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g37781	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g112291	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g129774	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g107099	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g63569	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g76022	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g113982	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g22263	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g57418	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g7975	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g88161	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g41314	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g46815	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g48578	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g136290	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g5515	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g39264	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g16906	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g64273	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g71338	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g76165	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g56725	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g78565	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g41035	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g131444	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g37994	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g85758	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g26531	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g55269	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g39663	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g136903	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g116802	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g94376	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g146243	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g122901	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g69733	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g142994	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g56338	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g22859	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g102204	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g161087	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g86537	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g69907	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g2707	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g54283	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g108692	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g123499	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g124124	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g11188	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g66328	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g56095	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g30483	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g16803	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g141956	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g75259	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g147596	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g43175	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g136603	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g60119	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g40395	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g76827	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g123515	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g71798	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g53277	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g82060	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g39040	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g129879	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g65394	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g148585	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g131445	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g89112	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g85475	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g119502	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g84902	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g28818	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g55103	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g94372	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g74512	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g67096	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g102629	0
"catalytic activity"	GO:0003964;GO:0034061;GO:0016779;GO:0140097;GO:0016772;GO:0016740;GO:0003824;GO:0140640	3	g66241	0
