id,sign
g50694,0
g30679,0
g78878,0
g96768,0
g127819,0
g121028,0
g93632,0
g90285,0
g110879,0
g126963,0
g96731,0
g61904,0
g63855,0
g68852,0
g69954,0
g6753,0
g10813,0
g41572,0
g63507,0
g86890,0
g68251,0
g41475,0
g48898,0
g6881,0
g82789,0
g37597,0
g32181,0
g53250,0
g108177,0
g134687,0
g66025,0
g22959,0
g2739,0
g69804,0
g7329,0
g43442,0
g119185,0
g4339,0
g66161,0
g56039,0
g138976,0
g46567,0
g56332,0
g28919,0
g124349,0
g128043,0
g53490,0
g24207,0
g120157,0
g51145,0
g50223,0
g31285,0
g24377,0
g142697,0
g37176,0
g104007,0
g43242,0
g72167,0
g24209,0
g5018,0
g107141,0
g140154,0
g50156,0
g27974,0
g25134,0
g128328,0
g41807,0
g48150,0
g37993,0
g14761,0
g93951,0
g35847,0
g83195,0
g14405,0
g20546,0
g37991,0
g47576,0
g36327,0
g9880,0
g53517,0
g43239,0
g146534,0
g15976,0
g56898,0
g30289,0
g123075,0
g48175,0
g20652,0
g62373,0
g84148,0
g24878,0
g42916,0
g36294,0
g91438,0
g9125,0
g151776,0
g36755,0
g12861,0
g96363,0
g29822,0
g4503,0
g83189,0
g97643,0
g13700,0
g70131,0
g62433,0
g70486,0
g46150,0
g612,0
g84906,0
g19872,0
g74303,0
g35640,0
g485,0
g123314,0
g23133,0
g35252,0
g51585,0
g26255,0
g140207,0
g128782,0
g4349,0
g9674,0
g73484,0
g32788,0
g83876,0
g45838,0
g93973,0
g59076,0
g87405,0
g77635,0
g45262,0
g113570,0
g76012,0
g110641,0
g115897,0
g85783,0
g32831,0
g58525,0
g90307,0
g58808,0
g110622,0
g73133,0
g126640,0
g33694,0
g150635,0
g1666,0
g85825,0
g131730,0
g62372,0
g87309,0
g6544,0
g129935,0
g66881,0
g95950,0
g29857,0
g103508,0
g53338,0
g107469,0
g15639,0
g9035,0
g88238,0
g70205,0
g83527,0
g30533,0
g70639,0
g117134,0
g23574,0
g78905,0
g67754,0
g3819,0
g72899,0
g6816,0
g133110,0
g48264,0
g95917,0
g109327,0
g84643,0
g22217,0
g56136,0
g146465,0
g37217,0
g74761,0
g53951,0
g52673,0
g130402,0
g93263,0
g9490,0
g9122,0
g125028,0
g37357,0
g38310,0
g19120,0
g86166,0
g27475,0
g73285,0
g14752,0
g38092,0
g38714,0
g55786,0
g5072,0
g59120,0
g70991,0
g55876,0
g67231,0
g74005,0
g70908,0
g59455,0
g16010,0
g82668,0
g15627,0
g48828,0
g33534,0
g32912,0
g14436,0
g94342,0
g133570,0
g139761,0
g12049,0
g35268,0
g11299,0
g13242,0
g155356,0
g29473,0
g129347,0
g9451,0
g53368,0
g94188,0
g38837,0
g43147,0
g62527,0
g64848,0
g47114,0
g121519,0
g142939,0
g27414,0
g72005,0
g51330,0
g49211,0
g53261,0
g16564,0
g94164,0
g68082,0
g5984,0
g150385,0
g43122,0
g128377,0
g114107,0
g97802,0
g16546,0
g80744,0
g115274,0
g43627,0
g66816,0
g21158,0
g155789,0
g64087,0
g36338,0
g62476,0
g14664,0
g2007,0
g28320,0
g50224,0
g87904,0
g43845,0
g141360,0
g27487,0
g84558,0
g40964,0
g143164,0
g123114,0
g25329,0
g136842,0
