gene,log2FoldChange
g1625,-0.411680206980365
g1628,0.1588211550421
g1632,0.126023083143674
g1630,0.134094233295451
g1652,-0.0689640939658414
g1649,-0.357132770151264
g1640,-0.422523701633424
g1647,0.0572421674557659
g1673,-0.372736825336676
g1669,-0.258963181555788
g1664,0.050185828208428
g1666,0.170549661703131
g1663,0.0981755928275776
g1662,0.0410306632333643
g1676,-0.271260040249474
g1710,0.019618503432189
g1699,0.209867989226542
g1714,0.211692903222093
g1712,0.0302638042738226
g1719,0.335063301850817
g1741,-0.0449634692989313
g1728,-0.0516711579753798
g1724,0.0398594817667591
g1721,-0.0289789870261253
g1731,-0.0456696236016886
g1736,0.1580493014955
g1743,0.146562108393143
g1752,-0.17961331535989
g1755,-0.13018917945552
g1754,-0.174153521517432
g1760,0.383312473792001
g1761,0.0210085808284804
g1764,-0.0943837811415649
g1765,-0.219561261168025
g1766,0.0499687845734774
g1768,-0.095990249496111
g1774,-0.117299892359944
g1773,-0.40670410923976
g1777,-0.191108669308586
g1785,-0.109825556537657
g1790,-0.000772824627235574
g1793,-0.437431381410545
g1792,-0.0153452986623185
g1808,-0.198665446412711
g1800,-0.129140775811057
g1805,-0.0592375906549908
g1809,0.0922522422297157
g1799,-0.00152478060521401
g1830,0.0644608126399552
g1832,-0.16898989696512
g1831,0.0120963336878703
g1825,0.0165381942807504
g1824,0.0357191198521455
g1822,0.0653064415815122
g1821,-0.0755786849322612
g1813,-0.0991737967224901
g1871,0.085229843127172
g1873,0.0824897866290936
g1857,-0.184746231994541
g1879,-0.67744809443519
g1889,0.242734743138388
g1908,0.0294809122589028
g1909,-0.130893173866311
g1906,0.0675773838210356
g1907,0.064636002942826
g1896,0.0984293853417209
g1915,0.0696232705029709
g1897,-0.132546414071858
g1930,0.285958385513593
g1934,-0.158745140143748
g1936,-0.329727218298059
g1940,-0.0734849309119984
g1941,0.161934673352614
g1920,0.110759471825208
g1945,-0.187521051810433
g1953,-0.0793286097600295
g1958,-0.0588247714591839
g1967,-0.244768034285509
g1963,0.158397337963299
g1960,0.154584418430319
g1975,-0.0816209470970907
g1995,-0.0863752696950648
g1992,-0.0252474293764273
g1977,-0.247861561645706
g1973,0.312368683376942
g1982,-0.228445374009719
g1989,-0.18897500452786
g2008,-0.56143089726937
g2004,0.128123030116258
g2007,0.303084935620249
g2017,-0.268553711929739
g2015,-0.348858875905274
g2012,0.160738640445965
g2010,0.161224727016098
g2005,0.130844015551249
g2024,-0.0792788493596074
g2026,-0.205217522993169
g2045,-0.11684666009605
g2042,-0.181822970415421
g2043,-0.0806670273427247
g2051,-0.0331793524521844
g2056,0.0531561774613327
g2054,0.123693716110875
g2059,0.136958960090476
g2064,0.167603199049672
g2065,-0.213375775683129
g2079,-0.0795413022857324
g2078,0.0524477399832285
g2077,-0.201556594191891
g2076,0.135961887868522
g2070,0.182637119327504
g2073,0.103917330619574
g2084,0.242156921372242
g2108,-0.0160098370411028
g2097,0.139281767588069
g2113,-0.328651332071681
g2130,-0.0275872229000886
g2132,-0.13544100095902
g2133,-0.0861140597712322
g2134,0.204390638451475
g2137,0.0873923381618018
g2128,-0.0875334886317879
g2127,0.0641849108624143
g2123,-0.0682140808804817
g2160,-0.0249302057204587
g2165,0.0744155515627162
g2149,-0.225778192611985
g2181,-1.66160338506695
g2183,-1.26632987621437
g2182,-1.50268985866117
g2188,0.269702178249233
g2224,0.00757285679852352
g2203,-0.0673197897752096
g2204,-0.0134569781088082
g2219,0.402615856756931
g2210,-0.29172369682929
g2216,0.759665153640981
g2225,-0.310999819667812
g2231,-0.0555173826492866
g2237,0.097920468153474
g2239,0.155695628081342
g2247,0.203355381014883
g2249,0.272807295877949
g2255,-0.21834611822205
g2257,-0.0740227678239359
g2260,-0.14175480376942
g2262,-0.158738750801503
g2267,0.00179558874860618
g2282,0.070175992444593
g2286,0.0231753277026025
g2289,0.192716853247801
g2314,0.0624247694441871
g2316,0.279355894772707
g2292,-0.129113316092235
g2295,-0.133700595952442
g2304,-0.307547419568099
g2323,0.158736584551461
g2317,0.0336612168668543
g2322,-0.0909125331993431
g2327,-0.0174737075854941
g2337,-0.11597629670871
g2332,0.200140940860102
g2333,0.0739265109331555
g2343,-0.0864539058501883
g2340,-0.199979793708761
g2361,-0.219260322729753
g2356,0.735874576570941
g2357,0.3155913211622
g2369,0.0374643355784529
g2368,0.0306690342540991
g2367,-0.109642646998819
g2381,0.0626172988532774
g2394,-0.011978297518219
g2395,-0.174923708518839
g2390,-0.350735345523487
g2391,0.124677266257838
g2392,0.0217137068005488
g2406,-0.00749321533960351
g2410,0.119595075874521
g2417,0.176496804292163
g2416,0.0371970951810988
g2419,-0.0200288571271739
g2424,-0.161291456023202
g2422,-0.0773983189657464
g2428,-0.0425016500247888
g2453,0.00258343692474048
g2447,-0.225365977817632
g2454,0.141518606000416
g2458,0.0161092818756749
g2472,-0.0925967524061
g2469,0.156074371255024
g2462,0.000986479876721134
g2467,0.122745143644937
g2464,0.0958941465011128
g2474,-0.0966531904885332
g2487,-0.0791005422337655
g2480,0.0343493149405021
g2481,-0.452657175861825
g2482,-0.116795696992517
g2490,-0.00772967601827507
g2522,-0.163236583631719
g2516,0.0435174069178988
g2498,-0.143139116145994
g2526,0.104151137211318
g2541,0.270374261655637
g2538,-0.0884645936138838
g2539,-0.266390664030756
g2533,-0.0891882612864586
g2548,0.0044328305755805
g2542,-0.199838199880941
g2569,-0.227171164345019
g2558,-0.283695283148553
g2550,-0.191352528796345
g2557,-0.0546676815438055
g2596,0.102661242991241
g2594,-0.134026320039744
g2595,-0.032651350188466
g2593,0.412778013548921
g2603,-0.0541317376516426
g2618,-0.0538391992583291
g2614,-0.144658049962388
g2617,0.059367796516274
g2616,-0.0025296078665336
g2613,0.102062861526738
g2623,0.0218492272546989
g2609,-0.0274652814188649
g2641,0.121897571462271
g2648,-0.148616458444979
g2636,-0.0941844425613231
g2635,-0.226990896812453
g2655,-0.0818974436524735
g2678,0.0233650245879547
g2677,0.00542487238880337
g2673,0.0885287165140968
g2682,-0.0934602468175156
g2683,0.127940428905737
g2685,0.10414842012349
g2696,-0.222285151635056
g2699,-0.0764333011253348
g2704,0.00809011445272558
g2707,-0.124925418142258
g2716,0.109527798385435
g2709,-0.238915592170528
g2708,-0.034320672856621
g2739,0.266698075810729
g2727,-0.310248943368491
g2750,-0.0460660522329947
g2743,-0.16227748464835
g2740,-0.0123529016896529
g2745,-0.0776107620422905
g2744,0.0495046785087637
g2754,0.162943885987111
g2781,0.0655833276877876
g2764,0.106856752834351
g2775,-0.134457309160467
g2771,-0.0185278793878293
g2763,-0.216213864914941
g2769,-0.155378120861992
g2795,-0.0462847453904152
g2797,-0.319292772019015
g2789,0.140653113040297
g2785,-0.164795303501134
g2784,0.146692502940312
g2815,0.0578631593440661
g2813,-0.224305678921805
g2829,0.103429833568485
g2821,0.251423583448022
g2830,-0.0359012713901221
g2841,-0.122087580645951
g2843,0.0139864329197982
g2817,-0.189119373873578
g2844,-0.252727112235746
g2850,0.296829504829175
g2864,-0.179598733666141
g2863,0.0497776858000307
g2869,-0.050306093604762
g2880,-0.13091805331183
g2883,0.0156302489822288
g2886,-0.00927532129968412
g2897,-0.0758944993910661
g2893,-0.0145975588879219
g2903,0.0465635922803274
g2905,-0.150040046759513
g2906,-0.0327465069731446
g2908,-0.08700067400077
g2923,-0.0649921392667841
g2912,-0.338855669971142
g2915,-0.501050088144519
g2909,-0.0885104332235744
g2933,-0.2251171577074
g2950,0.0867101094891008
g2951,0.0425775640046857
g2947,0.104986844184899
g2948,0.0587838817902323
g2937,0.0479592078521219
g2938,0.0958853734533894
g2954,-0.639482465331953
g2965,0.449479988210134
g2980,-0.320446947549372
g2986,0.0139953158810655
g2977,0.118118615913523
g3011,-0.101442315257898
g2992,0.0515274087208422
g2993,0.0658876159801348
g3009,0.00709679286209516
g3021,0.126877889525381
g3025,-0.0359375182654549
g3029,0.108747103650507
g3032,0.0173302168777449
g3043,0.0183693265293612
g3040,0.0555303666154678
g3069,-0.355152845072631
g3072,0.111570265734941
g3071,-0.1822661674257
g3096,-0.188280599856116
g3097,0.0981482814098378
g3089,0.146486589357652
g3099,-0.186296266239948
g3106,0.156142269046265
g3113,0.267047566928138
g3125,-0.223259715607715
g3121,-0.0102377687494279
g3143,0.02639192573572
g3126,-0.158756520106319
g3155,-0.111367384048777
g3162,-0.161315713036492
g3179,0.0127555109168738
g3175,0.0250568862915
g3173,0.18922311526733
g3167,-0.154731902022925
g3189,-0.221440056944063
g3191,0.00894755798819926
g3202,0.229978038640254
g3195,-0.151317196717409
g3194,-0.16175119472942
g3197,-0.24768182653217
g3217,-0.248500818653664
g3204,-0.225957338508639
g3208,-0.0311003345188999
g3230,-0.151001848419365
g3228,-0.166060318236854
g3241,-0.115632313994919
g3256,-0.110642304132412
g3244,0.414497027710668
g3246,0.630283399391941
g3286,0.0754683578123729
g3280,0.110962744992559
g3272,-0.0189176355228953
g3287,-0.397065602958279
g3300,0.0473875893936767
g3294,-0.0460577531430928
g3331,-0.185569318530521
g3330,-0.311364169469148
g3318,-0.237362732111565
g3351,-0.218649599058273
g3350,-0.182094661105553
g3337,-0.155532248074323
g3355,0.0542908895886566
g3353,-0.0873446278435493
g3359,-0.131875385715881
g3366,-0.0644888787932179
g3370,0.0738041257414742
g3385,-0.168587733131727
g3383,0.0098093724206658
g3388,-0.0660963705713727
g3389,-0.135426273612094
g3376,-0.118159650777662
g3395,-0.134303633880801
g3403,0.232712840958249
g3412,-0.0508387893799266
g3424,-0.0708677319912634
g3420,0.106625318272296
g3423,0.305089759909975
g3432,-0.12619956363796
g3459,-0.103613067494013
g3439,0.110400058254502
g3463,0.210843329830491
g3466,0.230811680129705
g3472,-0.378655366698264
g3478,-0.0465162406034466
g3476,0.116690312596892
g3477,0.0665831748671643
g3481,0.0530873635464229
g3480,0.0741291288941159
g3520,0.0274289986989708
g3506,-0.220455888280202
g3495,0.0303021592429316
g3524,-0.040160876263074
g3526,-0.245532648168696
g3528,-0.171201850778319
g3529,-0.0624442437233719
g3537,-0.201074942309739
g3539,-0.05760021807388
g3550,-0.089410475993729
g3582,-0.252295967837142
g3611,-0.15407890923784
g3601,-0.0715845744026163
g3605,0.155816937418042
g3607,-0.0382205995731778
g3606,-0.0239064005910745
g3592,-0.199824992786086
g3597,-0.446689205743495
g3615,-0.423180095818984
g3627,-0.0507312796525705
g3630,0.257396950792411
g3636,0.0195878176570234
g3629,-0.0700290781584037
g3628,-0.198887592962898
g3643,0.133206410062179
g3642,0.0521326947419044
g3674,-0.0270049465217061
g3677,-0.351474939710717
g3663,-0.1087667365945
g3665,-0.0621365061526786
g3654,0.173367465344102
g3650,0.197176407890722
g3683,-0.0280795268932173
g3678,-0.324329825097092
g3681,0.123429199529846
g3680,-0.0383539702666091
g3691,-0.199719429102693
g3697,-0.181150107685077
g3684,0.181075218020477
g3704,0.0324030829618736
g3705,-0.0393965211753309
g3706,-0.0673617723904894
g3715,-0.15445902231634
g3711,-0.052526467622113
g3730,-0.185415106218686
g3734,-0.152446758402653
g3744,0.16360503524076
g3751,0.0260099217016738
g3767,-0.0479089681909183
g3779,-0.316119134816917
g3774,0.214077851703896
g3777,0.133719154054391
g3780,-0.175173717800834
g3786,0.0415473113133535
g3788,-0.192316187884918
g3793,0.00618516443088434
g3790,-0.153775772716062
g3789,0.0554558403843551
g3799,0.0668999714693054
g3809,0.169772914800167
g3808,0.170450721167425
g3805,0.280337246351727
g3804,0.0856880614383319
g3803,0.22734959383465
g3802,0.0886847493467752
g3821,0.244990325614436
g3820,0.31478536568999
g3823,0.220428091289514
g3825,0.388747208227979
g3824,0.301316901977626
g3826,0.0537729012203607
g3828,-0.0251380893258392
g3818,0.266076134318035
g3819,0.184984612489474
g3812,0.145013804410179
g3814,0.206546078390616
g3816,0.353457587304516
g3817,0.363086514825799
g3837,-0.0306665473902193
g3835,-0.342596550631996
g3847,-0.209405447829342
g3845,-0.000185609687055956
g3875,0.11643395959814
g3865,-0.344970405245794
g3881,-0.00851901419833872
g3879,-0.039547002650762
g3877,0.170886952402336
g3886,-0.0515341584658027
g3885,-0.0122825737226467
g3899,-0.0554674822346221
g3896,0.181491871333698
g3906,-0.0562493776994046
g3916,0.0575604025531955
g3911,0.0850520304467722
g3924,0.093305879116486
g3926,0.00665917784219867
g3933,0.0220197569831994
g3931,-0.17206210630472
g3930,-0.07370462804268
g3934,-0.00120763584246984
g3939,-0.0224760931907494
g3949,-0.0159644695578235
g3951,-0.195432018878405
g3954,-0.31170112008895
g3956,-0.949049143532397
g3973,0.0538121989713617
g3991,-0.0312703133809741
g3988,0.047975431603352
g3986,0.0856985756780564
g3985,-0.0378430279358756
g3996,0.0941003007668055
g4014,0.180567235367322
g4009,0.249602827844514
g4018,-0.0619321319363807
g4022,-0.0100819452392165
g4035,-0.0742957952528338
g4034,-0.0921843375525791
g4048,-0.0778348322709672
g4052,0.115625507155684
g4038,0.125935591131995
g4036,-0.311537988643054
g4079,0.0707113316094874
g4077,0.091137695049535
g4067,-0.149564886547093
g4087,0.0183149263760019
g4085,-0.00015052609053338
g4081,0.000504928433108067
g4094,-0.214255520230021
g4093,-0.169439772305685
g4092,-0.0702376723119493
g4099,-0.09325271340669
g4110,0.0322131665952511
g4106,0.132218506589023
g4105,-0.0860474621918402
g4104,0.133176127054794
g4100,0.384452976558028
g4109,0.168846326570521
g4112,0.21591838183764
g4113,0.0453645722558156
g4114,-0.0504064219657305
g4127,-0.104323401479964
g4123,0.0872219479540148
g4116,-0.35521491168009
g4118,0.0983831422769302
g4142,0.112145272980922
g4141,0.141934801521063
g4133,0.104762741081939
g4132,-0.115250827898672
g4153,-0.20019970853364
g4148,-0.048466427345475
g4164,-0.195474994137466
g4175,-0.0207460228034852
g4166,-0.0674654872065156
g4183,-0.531846941380682
g4194,-0.0516138855948306
g4195,-0.149524862286837
g4208,0.256949406740951
g4202,-0.0782100943594383
g4223,0.264741182398623
g4228,0.0712698426495704
g4214,0.0399463561910733
g4235,0.247332136643713
g4234,-0.0458002562126417
g4236,0.294360701111478
g4210,0.027715392868618
g4241,-0.390594580890905
g4242,0.346076399730158
g4264,-0.227493145892369
g4285,0.17389065632124
g4280,0.111328707015168
g4298,0.171930002952187
g4321,0.20091921051301
g4324,0.0749668818633085
g4325,0.176901633684748
g4330,-0.207009910840051
g4335,-0.0808807828498848
g4337,-0.142437515175143
g4340,0.0307722965752322
g4339,0.139821640096056
g4349,0.0652294153983638
g4358,-0.129818496536698
g4359,0.482080418817565
g4389,-0.0688612997933966
g4385,-0.183438175382805
g4384,0.116375433456756
g4387,-0.121140577780991
g4381,0.100581689753587
g4380,-0.29375773690893
g4372,0.0394482138978588
g4373,-0.0762798615433802
g4390,-0.109990828165499
g4410,0.0250419027256709
g4401,-0.292048468278683
g4404,0.0305405521182038
g4405,0.188045089688612
g4394,0.0650765592530446
g4395,-0.111157404205707
g4411,-0.317879995182153
g4468,-0.032956524792823
g4480,-0.0410951996574598
g4492,0.51926682430474
g4514,0.282264807214006
g4517,0.00230752485989504
g4503,0.147839207808373
g4524,-0.0752753216598722
g4525,-0.118819185400331
g4528,0.164937912351284
g4538,-0.223120147137148
g4552,-0.28810700982161
g4546,0.496771666714689
g4545,0.0807905122625021
g4557,-0.28241682154542
g4559,-0.240991464550524
g4554,-0.0252650191295746
g4555,-0.147566556909906
g4561,-0.172933504812524
g4573,0.020180378570917
g4577,-0.0647959444176166
g4575,0.206410345548419
g4567,-0.080835962580653
g4597,-0.253013699989937
g4591,-0.169790858029749
g4609,0.103253322991889
g4600,0.128627258436656
g4612,-0.232033495423273
g4619,0.068191975357527
g4635,0.195457698017553
g4641,-0.119175819760933
g4645,-0.0228491592003937
g4658,0.0500622404649152
g4650,0.130904923525211
g4657,0.0317169894817028
g4664,0.0539016834740063
g4679,0.15019079183074
g4678,0.00491051864147898
g4675,0.176058392171473
g4677,0.117563644141516
g4671,0.156260165564488
g4694,-0.0992132350456671
g4691,0.0303531287923971
g4705,-0.0528309128927423
g4704,0.0293177589839813
g4708,0.0727762393838285
g4714,0.0191520782758048
g4718,-0.0857915760441207
g4710,-0.0990641383844288
g4726,-0.174114817574615
g4723,-0.308155268037291
g4722,-0.356371963450254
g4727,-0.298548588919419
g4738,0.211646327840706
g4732,-0.222192045077496
g4734,-0.251250357895959
g4739,0.0976367179693954
g4753,-0.0640514138929558
g4749,0.00821897951605218
g4747,-0.357080609001421
g4741,-0.00954695529859785
g4743,0.331145335551376
g4768,-0.270388085972305
g4766,-0.173499027815599
g4764,0.101313415839818
g4759,-0.0126102683159975
g4772,0.201677126407718
g4777,0.147771236809897
g4802,-0.0693769886337122
g4798,-0.0161471155247394
g4806,0.0839126052646614
g4807,-0.112592259775694
g4804,0.155081689337102
g4808,-0.214601137247156
g4809,0.0334451586896682
g4821,-0.211523073973709
g4836,-0.0987678962783987
g4838,-0.0419672121469759
g4837,0.160635513322569
g4842,0.0242021339493207
g4843,0.0619613589253511
g4834,0.192070367662612
g4866,-0.0287282243380187
g4873,0.101753916576597
g4872,-0.00597984418589091
g4888,0.211924765670388
g4889,0.0861102761040572
g4886,0.18551683882514
g4885,0.289989079952384
g4881,0.0325714308835254
g4891,0.222208683248036
g4890,0.306764762231067
g4899,-0.0165290583382236
g4898,-0.0262315855049267
g4896,0.0251749514189868
g4901,-0.0088672624359029
g4911,-0.0936242657408976
g4912,-0.0134754800983892
g4917,-0.410341196569436
g4909,-0.028382873352753
g4906,-0.0121711964563109
g4921,0.222427127296355
g4920,-0.666552960782649
g4925,0.0105549095191042
g4926,0.0541942661766508
g4919,-1.32308687403876
g4929,0.0306917497512254
g4928,0.00238596967025129
g4934,0.147005146099599
g4943,0.0336611714071968
g4945,0.139969709079908
g4952,0.13677399867059
g4947,0.182507911623523
g4986,0.120834774565974
g4981,-0.174952729577627
g4980,-1.34032207984831
g4996,0.00631549196130043
g4997,-0.333432323191161
g4995,0.292523262637044
g5015,0.115100383050996
g5013,0.309195302755488
g5018,0.175640501034848
g5005,0.18782219753036
g5007,-0.357236522335877
g5003,-0.105669645229566
g5035,-0.655046590332563
g5032,0.126230494597681
g5029,0.0317398405438761
g5028,0.0426341893653875
g5019,0.0567983330809425
g5036,-0.13826347137762
g5037,-0.0130693616308917
g5046,-0.0691253339420576
g5067,0.0930094712421797
g5064,-0.084393957390597
g5061,-0.421412083544292
g5072,-0.0898374914657741
g5078,0.0152636037036378
g5084,0.0186013139541017
g5082,0.132175700259163
g5098,0.137509381532996
g5096,0.0168687342491697
g5093,0.151420336086304
g5108,0.0523081872423168
g5113,-0.176116060603505
g5112,-0.134838187994427
g5120,-0.132821862834241
g5136,0.194229317467565
g5133,0.00792123897477267
g5130,-0.160798698305054
g5151,-0.384719975357892
g5143,-0.177545015265914
g5146,-0.10675788391711
g5148,-0.190904714866831
g5153,-0.166775225647154
g5162,-0.258648477457219
g5160,-0.294405457016432
g5184,-0.01254369206324
g5186,0.323581285159547
g5198,-0.117298787700034
g5215,-0.258293692117868
g5217,-0.116635135427901
g5219,-0.0715232421649402
g5200,-0.191449355609545
g5239,-0.0913268489424861
g5237,-0.016244893615145
g5229,0.136668002898413
g5227,0.211942262470747
g5247,0.159757647553307
g5246,0.0317977795773395
g5245,-0.0234072481221097
g5275,-0.0995919558185276
g5271,0.0649103147043595
g5265,0.212642709801593
g5261,0.237225985680511
g5263,-0.176979665506615
g5291,0.221920890388023
g5293,0.0119151920331399
g5294,0.185920976882418
g5295,0.177865657038512
g5285,0.0686705150134563
g5282,-0.149044580200165
g5281,0.144079562962662
g5280,-0.0192577555000229
g5300,0.240076817742588
g5301,0.364856547248063
g5298,0.246739412455882
g5315,0.283607218865286
g5310,-0.0902447004190554
g5320,-0.0713517461438149
g5333,-0.00127481647185423
g5337,0.0198865919204068
g5341,-0.0191095443138597
g5339,0.426296961114439
g5338,0.152780278064031
g5357,0.0243505781067912
g5362,0.0680438641931412
g5376,-0.13974583713775
g5375,-0.0866478374505235
g5372,-0.410234848462278
g5384,0.0743290651543726
g5368,-0.209049748489963
g5390,0.0783153274159815
g5392,-0.0122942371403048
g5401,0.0688419831093999
g5403,-0.133313865841374
g5405,0.00549302647935745
g5407,0.0512007044680373
g5395,-0.0280734322403336
g5394,-0.0698255251011153
g5415,0.109333230783849
g5430,0.103284695406531
g5427,-0.0877527329538324
g5441,0.203949359435834
